date,district,probability,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,rainfall_30d,rainfall_max_3d,rainfall_max_7d,rainy_days_7d,soil_moisture,mean_elevation,mean_slope
2023-10-10,Udham Singh Nagar,0.6216768821357149,0.0,0.0,0.0,1.0566516107959003,65.87506645380576,0.0,0.0,0.0,0.297701354167115,228.0287057108548,2.44388995090817
2023-10-11,Udham Singh Nagar,0.619832879481728,0.0,0.0,0.0,1.0566516107959003,65.15973466229245,0.0,0.0,0.0,0.2955889254772645,228.0287057108548,2.44388995090817
2023-07-11,Chamoli,0.5303512217943325,24.711050505704225,50.06188788671123,114.88781685535972,158.93138979605197,263.01047730574294,24.711050505704225,24.711050505704225,7.0,0.3380866916094923,3582.915452996762,30.55938276503016
2023-09-20,Chamoli,0.5105456061947067,2.393611354137596,8.749495317602918,44.62692752078236,171.02312478513417,297.1578537416939,4.783331176709029,19.122568396559338,7.0,0.3424227439508568,3582.915452996762,30.55938276503016
2023-07-29,Dehra Dun,0.5100265562376293,0.2477568746953095,17.403660012541174,63.45736030417624,181.1692206090113,526.4102249983499,16.283425644541428,22.807596938894623,5.0,0.3608595052320014,1077.7870418407997,17.60159251870148
2023-09-03,Chamoli,0.5095049635929293,5.478984497171208,7.181112297217743,14.175999005659232,129.7691678469653,244.330623904482,5.478984497171208,5.478984497171208,6.0,0.3318363871562067,3582.915452996762,30.55938276503016
2023-09-20,Pithoragarh,0.5090161415870257,3.0620892396402697,9.734283326098607,42.30401905844312,164.6421543441059,268.45025829519545,3.445874348437491,15.70257805181431,7.0,0.3424227439508568,3316.336294233949,30.971982332445258
2023-07-12,Chamoli,0.5083343171952885,17.47949646827358,52.61633453862508,124.75579018982566,166.8689248375988,273.89106398409643,24.711050505704225,24.711050505704225,7.0,0.3423983100860837,3582.915452996762,30.55938276503016
2023-07-31,Dehra Dun,0.5074357655806283,1.30136615273579,3.694031676583612,61.18140642922884,163.89010890300045,518.836746334781,2.144908649152544,22.807596938894623,5.0,0.3529125185684932,1077.7870418407997,17.60159251870148
2023-09-09,Chamoli,0.5073782716573652,24.779918850342863,37.525052481877054,56.32016086498905,67.12864582255602,264.16759280752524,24.779918850342863,24.779918850342863,7.0,0.3321307048468416,3582.915452996762,30.55938276503016
2023-10-10,Naini Tal,0.5069852389729432,0.0,0.0,0.0,0.7398305983986898,61.8797917473276,0.0,0.0,0.0,0.297701354167115,869.4357508810718,15.64010029258418
2023-08-17,Chamoli,0.5061659198932594,25.24591395255161,28.473900748313568,73.59440361588898,121.13401218588308,343.4478523629706,25.24591395255161,33.20894835425312,7.0,0.3530220083527375,3582.915452996762,30.55938276503016
2023-08-16,Pithoragarh,0.5058885884688965,3.6054546249115775,4.80767390054079,51.317676909332775,125.4690920271443,333.23470267504035,3.6054546249115775,22.667088202913884,5.0,0.3545362737966537,3316.336294233949,30.971982332445258
2023-07-25,Dehra Dun,0.5055834918212743,22.807596938894623,28.529825615730328,100.72793391240155,209.9566599318516,509.72300055487113,22.807596938894623,27.001084858072,7.0,0.3539539755220768,1077.7870418407997,17.60159251870148
2023-08-28,Dehra Dun,0.5051198959841902,0.1797833174028459,2.1309395694694206,44.92765564248884,123.23678712643348,348.10516629231233,1.862360260891278,32.3749910491062,4.0,0.3516112295650859,1077.7870418407997,17.60159251870148
2023-08-26,Dehra Dun,0.5046389559225462,0.0887959911753254,3.5634170632918774,60.86286038117351,198.8926256294564,362.59420523325497,3.147824952219968,32.3749910491062,5.0,0.3592200808415689,1077.7870418407997,17.60159251870148
2023-08-09,Dehra Dun,0.5032932506759069,25.745111106724583,34.06884968585722,85.98093763301537,119.22871817755694,399.02695884322605,25.745111106724583,29.14996389577124,7.0,0.3579403830597519,1077.7870418407997,17.60159251870148
2023-08-01,Dehra Dun,0.5025823852633182,1.9605183656786616,5.406793167566963,40.33432785601288,141.0622617684144,520.4742155142213,2.144908649152544,17.52387467590466,5.0,0.3519979876503606,1077.7870418407997,17.60159251870148
2023-08-30,Dehra Dun,0.5012045527557661,0.0,0.1797833174028174,5.605560641586044,123.02335772171004,344.658891490424,0.1797833174028459,3.147824952219968,2.0,0.3447018860403102,1077.7870418407997,17.60159251870148
2023-07-24,Dehra Dun,0.49930111427745855,2.7314199423016388,27.172900059140204,102.70870247377164,239.46676905086983,551.6603040671686,21.4506713823045,27.001084858072,7.0,0.3530275172401395,1077.7870418407997,17.60159251870148
2023-09-29,Chamoli,0.4981157370915761,0.5271817189389361,1.3541193252312893,3.234765153634771,25.02600197089714,197.70849521995015,0.5271817189389361,1.0823001542790316,1.0,0.3193884889572885,3582.915452996762,30.55938276503016
2023-08-17,Dehra Dun,0.4969896137262126,29.67837013027921,29.89179953500261,113.588218354501,226.67394206203528,390.41564730172894,29.67837013027921,45.509959480238365,4.0,0.3530220083527375,1077.7870418407997,17.60159251870148
2023-07-30,Dehra Dun,0.49696364652465097,2.144908649152544,18.67609116838925,62.61146021879469,180.309207684546,521.9816539640124,16.283425644541428,22.807596938894623,5.0,0.3565071723947773,1077.7870418407997,17.60159251870148
2023-09-01,Dehra Dun,0.49668557531526086,0.1972097223007766,0.2144807764006613,2.345420345870153,65.17088833999989,332.4755265367127,0.1972097223007766,1.862360260891278,1.0,0.3379874819414613,1077.7870418407997,17.60159251870148
