date,district,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,rainfall_30d,rainfall_max_3d,rainfall_max_7d,rainy_days_7d,rainfall_1d_to_7d,rainfall_3d_to_7d,soil_moisture,mean_elevation,mean_slope,flood_label
2020-01-30,Almora,1.4215977144937195,73.224243128661,77.93360922909002,84.18446320825983,129.0816400224458,41.64430087754428,41.64430087754428,4.0,0.018241137685202274,0.9395720654209964,0.2873072634719648,1431.8328157550104,22.823893180273483,0
2020-01-30,Bageshwar,0.5949806831900358,22.934286270846496,29.79622729700829,40.214213259841024,81.75055614758989,12.528537436506902,12.528537436506902,4.0,0.0199683220728234,0.7697043411749274,0.2873072634719648,2313.362442097291,27.94855423282721,0
2020-01-30,Chamoli,1.4596061993459095,19.782743672905248,24.456716188255363,34.48645209372283,75.19628415209876,10.820302035226588,10.820302035226588,4.0,0.05968119875249829,0.8088879435709934,0.2873072634719648,3582.915452996762,30.55938276503016,0
2020-01-30,Champawat,0.0485818265707243,40.790059230761386,41.8941844453627,47.66338485751247,107.27629765991894,24.703164566793788,24.703164566793788,2.0,0.001159631725841369,0.973644881673585,0.2873072634719648,1226.245121516255,24.63270918239799,0
2020-01-30,Dehra Dun,0.1228406896761906,44.609351723837925,48.747529582819794,57.84594176243584,161.8817962989909,38.3247593116084,38.3247593116084,3.0,0.002519936665663299,0.9151099797362803,0.2873072634719648,1077.7870418407997,17.60159251870148,0
2020-01-30,Haridwar,0.0,21.998283512250108,30.194283503416695,35.65525184863997,108.0297276272761,21.545800695030817,21.545800695030817,2.0,0.0,0.728557866961903,0.2873072634719648,297.87155977060354,3.625138222047199,0
2020-01-30,Naini Tal,0.1400742986203006,37.7553150907046,40.17148253972896,50.56875965346236,102.854412871017,27.72800422300133,27.72800422300133,3.0,0.0034869087790041246,0.9398536415356727,0.2873072634719648,869.4357508810718,15.64010029258418,0
2020-01-30,Pauri Garhwal,0.9404949384033748,38.88395450419712,44.66926159927368,52.86448538855332,129.90448503080702,20.52812072852546,20.52812072852546,3.0,0.021054633178983064,0.8704857040740442,0.2873072634719648,1145.0823641253612,23.01342006581901,0
2020-01-30,Pithoragarh,0.0106514515219499,13.26905942119241,15.801001757746988,19.101282947772912,49.43351257986337,10.969708012625544,10.969708012625544,3.0,0.0006740997191920404,0.8397605914401094,0.2873072634719648,3316.336294233949,30.971982332445258,0
2020-01-30,Rudra Prayag,2.257796145535182,18.03711011904921,21.91802020876834,49.44348071460645,116.32702813613965,7.92102570434122,7.92102570434122,4.0,0.103010948115697,0.8229351521857928,0.2873072634719648,2910.091761961188,30.96714223291616,0
2020-01-30,Tehri Garhwal,0.2776486786289032,29.07599870889292,33.82424392691575,52.71373311021986,162.85629628793993,17.65321873867498,17.65321873867498,3.0,0.008208569895021172,0.8596200379851083,0.2873072634719648,1913.8547353637732,28.398587479030688,0
2020-01-30,Udham Singh Nagar,0.0,23.24965070647113,23.887477323572973,29.882068501538043,63.834483799331764,13.61338284079474,13.61338284079474,2.0,0.0,0.9732986626523732,0.2873072634719648,228.0287057108548,2.44388995090817,0
2020-01-30,Uttarkashi,0.2373124127234967,14.38868142671999,17.688045413445728,26.74834295053233,110.54414073139132,8.966139381620414,8.966139381620414,4.0,0.013416541724082175,0.8134692260747519,0.2873072634719648,3255.0149193410907,30.129926214487547,0
2020-01-31,Almora,0.0064303144066869,43.07232890644469,77.92621091062554,82.71415820105608,128.4688310563908,41.64430087754428,41.64430087754428,4.0,8.251799040433149e-05,0.5527322302775969,0.2860429470410865,1431.8328157550104,22.823893180273483,0
2020-01-31,Bageshwar,0.8271507125477965,13.950668832244736,30.16489547366612,39.53352210196146,81.75717452846824,12.528537436506902,12.528537436506902,4.0,0.027420969711263454,0.4624802490014721,0.2860429470410865,2313.362442097291,27.94855423282721,0
2020-01-31,Chamoli,1.6361708702365398,13.916079104809038,25.61326936709914,32.74044425746236,75.4624803875602,10.820302035226588,10.820302035226588,5.0,0.06387981100368349,0.5433151997132148,0.2860429470410865,3582.915452996762,30.55938276503016,0
2020-01-31,Champawat,0.0012801204533147,16.08817478442091,41.89546456581601,46.31243609943465,106.3921761868578,16.038312837396873,24.703164566793788,2.0,3.055510748063379e-05,0.38400754275297566,0.2860429470410865,1226.245121516255,24.63270918239799,0
2020-01-31,Dehra Dun,0.3020604977086715,6.586652909938196,49.04958190391377,57.59288235073203,161.6602612718115,6.1617517225533405,38.3247593116084,3.0,0.006158268426061773,0.13428560489171118,0.2860429470410865,1077.7870418407997,17.60159251870148,0
2020-01-31,Haridwar,0.0,0.4524828172192899,30.194283503416695,35.611664950917984,107.87124770007313,0.4524828172192899,21.545800695030817,2.0,0.0,0.014985710860877934,0.2860429470410865,297.87155977060354,3.625138222047199,0
2020-01-31,Naini Tal,0.0882318383226951,27.95631035994433,40.259714378051655,45.298029232694816,102.65879892622132,27.72800422300133,27.72800422300133,3.0,0.002191566370854086,0.6943991058413006,0.2860429470410865,869.4357508810718,15.64010029258418,0
2020-01-31,Pauri Garhwal,0.024150411966792,18.379984187638453,44.671787233514216,51.57073011906348,129.76779063214485,17.41533883726829,20.52812072852546,3.0,0.0005406188765166465,0.4114450062209329,0.2860429470410865,1145.0823641253612,23.01342006581901,0
2020-01-31,Pithoragarh,0.0453145030201965,2.3446659115870623,15.593264211126488,18.07085217440365,48.54634464988975,2.288699957044916,10.969708012625544,3.0,0.002906030418046285,0.15036401163202426,0.2860429470410865,3316.336294233949,30.971982332445258,0
2020-01-31,Rudra Prayag,0.3576770202486755,10.473761434956666,21.844289643204863,44.99779689533311,116.01667615047529,7.858288269172804,7.92102570434122,4.0,0.01637393615067737,0.4794736348289137,0.2860429470410865,2910.091761961188,30.96714223291616,0
2020-01-31,Tehri Garhwal,1.0131247419291582,12.4359047121471,34.7816247700556,49.758438189169496,163.17524509774924,11.145131291589038,17.65321873867498,4.0,0.029128159466352017,0.35754236430355396,0.2860429470410865,1913.8547353637732,28.398587479030688,0
2020-01-31,Udham Singh Nagar,0.0,13.61338284079474,23.887477323572973,25.65356802996267,63.566314650031636,13.61338284079474,13.61338284079474,2.0,0.0,0.5698961881363841,0.2860429470410865,228.0287057108548,2.44388995090817,0
2020-01-31,Uttarkashi,0.1527063865929147,5.57524843169249,17.792199491311994,21.781567229264905,110.20430694307493,5.185229632376071,8.966139381620414,4.0,0.008582771235490621,0.31335350758973896,0.2860429470410865,3255.0149193410907,30.129926214487547,0
2020-02-01,Almora,0.4923091707780194,1.9203371996784258,78.3249388741378,81.14403384607908,126.18605624499588,1.4215977144937195,41.64430087754428,4.0,0.006285471416500576,0.024517570045559704,0.2852717169449821,1431.8328157550104,22.823893180273483,0
2020-02-01,Bageshwar,0.7269693784806054,2.1491007742184394,30.623380484084105,34.336078929917555,81.43208786902183,0.8271507125477965,12.528537436506902,4.0,0.02373903021971735,0.07017842805293699,0.2852717169449821,2313.362442097291,27.94855423282721,0
2020-02-01,Chamoli,1.001889477203965,4.097666546786415,26.150366946582796,30.532271915126003,75.21451501572496,1.6361708702365398,10.820302035226588,6.0,0.03831263404211056,0.1566963247001608,0.2852717169449821,3582.915452996762,30.55938276503016,0
2020-02-01,Champawat,0.0638330829475658,0.1136950299716048,41.914147047856844,44.0816018147818,96.51661065269455,0.0638330829475658,24.703164566793788,2.0,0.001522948358026562,0.0027125692699703644,0.2852717169449821,1226.245121516255,24.63270918239799,0
2020-02-01,Dehra Dun,0.7743768580618339,1.199278045446689,49.52834211698089,54.18361115703079,161.7054878353992,0.7743768580618339,38.3247593116084,3.0,0.015635024499665473,0.024213974665256148,0.2852717169449821,1077.7870418407997,17.60159251870148,0
2020-02-01,Haridwar,0.0329975362756913,0.0329975362756913,30.041131194605658,35.56090214187097,107.6177793142951,0.0329975362756913,21.545800695030817,2.0,0.001098411872826035,0.001098411872826035,0.2852717169449821,297.87155977060354,3.625138222047199,0
2020-02-01,Naini Tal,0.0498963434392011,0.2782024803821968,40.238004675633725,44.062054781530456,94.87033475328779,0.1400742986203006,27.72800422300133,3.0,0.0012400302301616311,0.006913923185578339,0.2852717169449821,869.4357508810718,15.64010029258418,0
2020-02-01,Pauri Garhwal,0.2689786024064097,1.2336239527765729,44.55405279422666,49.05310365985607,129.6628574413688,0.9404949384033748,20.52812072852546,3.0,0.006037129722217646,0.027688253878627462,0.2852717169449821,1145.0823641253612,23.01342006581901,0
2020-02-01,Pithoragarh,0.5125688365984727,0.5685347911406191,15.844319705480775,17.29180713350305,47.34050937166842,0.5125688365984727,10.969708012625544,3.0,0.03235031946943411,0.03588256017463436,0.2852717169449821,3316.336294233949,30.971982332445258,0
