date,district,rainfall_1d,rainfall_3d,rainfall_7d
2020-01-01,Almora,0.6192392804616973,,
2020-01-02,Almora,2.77508398217294,,
2020-01-03,Almora,0.0684802042735273,3.4628034669081647,
2020-01-04,Almora,1.0208208795362643,3.8643850659827317,
2020-01-05,Almora,0.0012079717637112,1.0905090555735029,
2020-01-06,Almora,10.339279193364725,11.3613080446647,
2020-01-07,Almora,5.512185336175725,15.85267250130416,20.33629684774859
2020-01-08,Almora,11.521922853928851,27.3733873834693,31.238980421215743
2020-01-09,Almora,2.381350948521135,19.415459138625714,30.84524738756394
2020-01-10,Almora,0.927116982387192,14.830390784837178,31.703884165677607
2020-01-11,Almora,0.1056127935644681,3.4140807244727966,30.78867607970581
2020-01-12,Almora,0.2126281162137529,1.2453578921654147,31.000096224155847
2020-01-13,Almora,1.0907646151259032,1.409005524904126,21.751581645917028
2020-01-14,Almora,0.0274762734789714,1.3308690048186291,16.266872583220277
2020-01-15,Almora,0.1292746723480542,1.2475155609529305,4.874224401639476
2020-01-16,Almora,8.164732710869073,8.3214836566961,10.657606163987413
2020-01-17,Almora,1.476735321610434,9.770742704827564,11.207224503210657
2020-01-18,Almora,2.062433525755013,11.703901558234522,13.164045235401202
2020-01-19,Almora,0.1548603544685456,3.694029201833994,13.106277473655993
2020-01-20,Almora,2.2629242967734657,4.480218176997026,14.278437155303557
2020-01-21,Almora,0.010101002966783,2.427885654208796,14.261061884791369
2020-01-22,Almora,0.2087025440477568,2.4817278437880073,14.34048975649107
2020-01-23,Almora,0.0750969335477983,0.29390048056233986,6.250853979169796
2020-01-24,Almora,0.0138286328711647,0.29762811046672155,4.787947290430527
2020-01-25,Almora,0.0935812072657703,0.18250677368473506,2.819094971941284
2020-01-26,Almora,0.0,0.10740984013693677,2.6642346174727387
2020-01-27,Almora,4.601956260292094,4.695537467557866,5.003266580991367
2020-01-28,Almora,30.158344536623,34.7603007969151,35.151510114647586
2020-01-29,Almora,41.64430087754428,76.40460167445937,76.58710844814411
2020-01-30,Almora,1.4215977144937195,73.224243128661,77.93360922909002
2020-01-31,Almora,0.0064303144066869,43.07232890644469,77.92621091062554
2020-02-01,Almora,0.4923091707780194,1.9203371996784258,78.3249388741378
2020-02-02,Almora,0.7470444488191901,1.2457839340038963,79.07198332295698
2020-02-03,Almora,0.2517014571246862,1.4910550767218957,74.7217285197896
2020-02-04,Almora,0.2706588865915634,1.2694047925354397,44.83404286975815
2020-02-05,Almora,0.3221657997797245,0.8445261434959741,3.5119077919935897
2020-02-06,Almora,0.0785201983945545,0.6713448847658423,2.168830275894425
2020-02-07,Almora,0.0219346525190739,0.42262065069335286,2.184334614006812
2020-02-08,Almora,0.1546014051310164,0.25505625604464477,1.846626848359809
2020-02-09,Almora,0.0097119034528823,0.18624796110297262,1.1092943029935012
2020-02-10,Almora,0.021386252810124,0.1856995613940227,0.878979098678939
2020-02-11,Almora,0.0157910786301944,0.046889234893200696,0.62411129071757
2020-02-12,Almora,0.0065441972590223,0.0437215286993407,0.3084896881968678
2020-02-13,Almora,0.0,0.022335275889216702,0.2299694898023133
2020-02-14,Almora,0.2991702752162595,0.3057144724752818,0.5072051124994988
2020-02-15,Almora,0.1113584574686722,0.41052873268493173,0.4639621648371547
2020-02-16,Almora,0.0049267894590431,0.4154555221439748,0.45917705084331545
2020-02-17,Almora,0.0,0.1162852469277153,0.43779079803319143
2020-02-18,Almora,0.0310073198261721,0.035934109285215204,0.4530070392291692
2020-02-19,Almora,0.156893978782888,0.1879012986090601,0.6033568207530349
2020-02-20,Almora,3.01624518881111,3.20414648742017,3.6196020095641446
2020-02-21,Almora,46.91313613367815,50.08627530127215,50.233567868026036
2020-02-22,Almora,0.0126118491309818,49.94199317162025,50.134821259688344
2020-02-23,Almora,9.748195301437947,56.67394328424709,59.87808977166725
2020-02-24,Almora,1.3488821504646942,11.109689301033631,61.226971922131945
2020-02-25,Almora,1.9772491362575928,13.074326588160242,63.17321373856336
2020-02-26,Almora,0.0045410791614523,3.3306723658837463,63.020860838941935
2020-02-27,Almora,0.5496617336568085,2.5314519490758607,60.55427738378763
2020-02-28,Almora,0.0466933285122042,0.6008961413304721,13.68783457862168
2020-02-29,Almora,5.69351531999272,6.28987038216174,19.36873804948342
2020-03-01,Almora,1.7678769364066156,7.508085584911547,11.388419684452089
2020-03-02,Almora,0.0030843274639575,7.4644765838633,10.04262186145135
2020-03-03,Almora,0.0295451455764722,1.8005064094470524,8.09491787077023
2020-03-04,Almora,0.8212560775271595,0.8538855505675963,8.911632869135937
2020-03-05,Almora,1.5925358842919195,2.4433371073955583,9.954507019771048
2020-03-06,Almora,34.73120520910128,37.14499717092037,44.63901890036013
2020-03-07,Almora,5.664019649273083,41.987760742666296,44.60952322964049
2020-03-08,Almora,0.0958500521933284,40.491074910567704,42.937496345427206
2020-03-09,Almora,0.0687567767494715,5.82862647821589,43.003168794712714
2020-03-10,Almora,0.3597213842324233,0.5243282131752303,43.333345033368666
2020-03-11,Almora,4.32893836164343,4.7574165226253315,46.84102731748494
2020-03-12,Almora,3.90260226479133,8.59126201066719,49.15109369798435
2020-03-13,Almora,48.22449878637903,56.456039412813794,62.6443872752621
2020-03-14,Almora,20.714111494589183,72.84121254575955,77.6944791205782
2020-03-15,Almora,0.1008107359519828,69.0394210169202,77.69943980433686
2020-03-16,Almora,0.0590767338788621,20.873998964420036,77.68975976146623
2020-03-17,Almora,0.0377433562265919,0.1976308260574439,77.36778173346042
2020-03-18,Almora,0.0,0.09682009010546111,73.03884337181698
2020-03-19,Almora,0.044013692557745,0.081757048784344,69.1802547995834
2020-03-20,Almora,0.8946183389370933,0.9386320314948454,21.850374352141458
2020-03-21,Almora,6.319866317585959,7.258498349080804,7.4561291751382335
2020-03-22,Almora,0.4734117272559961,7.687896383779055,7.828730166442247
2020-03-23,Almora,0.0152752163529309,6.808553261194893,7.784928648916316
2020-03-24,Almora,8.750940693205111,9.239627636814046,16.498125985894834
2020-03-25,Almora,0.8277812944218835,9.593997203979933,17.32590728031672
2020-03-26,Almora,0.4968221131537954,10.075544100780798,17.77871570091277
2020-03-27,Almora,18.5897040870903,19.914307494665987,35.473801449065974
2020-03-28,Almora,0.0,19.086526200244105,29.15393513148002
2020-03-29,Almora,0.2192353543819387,18.808939441472248,28.899758758605962
2020-03-30,Almora,0.1053558822045478,0.3245912365864936,28.989839424457575
2020-03-31,Almora,1.456476381731143,1.7810676183176366,21.69537511298361
2020-04-01,Almora,0.040091311822215,1.6019235757579129,20.907685130383943
2020-04-02,Almora,0.6553246863870709,2.151892379940436,21.066187703617217
2020-04-03,Almora,0.0,0.695415998209293,2.4764836165269153
2020-04-04,Almora,0.0258785247380507,0.6812032111251287,2.502362141264966
2020-04-05,Almora,0.0420234529786377,0.06790197771669551,2.325150239861665
2020-04-06,Almora,0.0,0.06790197771669551,2.219794357657117
2020-04-07,Almora,0.0387459317375774,0.0807693847162222,0.8020639076635517
2020-04-08,Almora,0.1660656139126791,0.2048115456502636,0.9280382097540157
2020-04-09,Almora,0.0269061811989296,0.2317177268491932,0.2996197045658745
2020-04-10,Almora,0.0285683292265498,0.2215401243381656,0.3281880337924243
2020-04-11,Almora,0.0,0.055474510425486505,0.3023095090543736
2020-04-12,Almora,0.0074389912819372,0.0360073205084941,0.26772504735767305
2020-04-13,Almora,0.039829174627362,0.0472681659093063,0.3075542219850351
2020-04-14,Almora,9.216925620417808,9.264193786327114,9.485733910665266
2020-04-15,Almora,0.6396088512520175,9.896363646297194,9.959277148004604
2020-04-16,Almora,0.0964472590744396,9.952981730744272,10.028818225880114
2020-04-17,Almora,4.238693659651899,4.974749769978363,14.238943556305463
2020-04-18,Almora,2.117257960256741,6.452398878983087,16.356201516562205
2020-04-19,Almora,1.3435160988350114,7.699467718743659,17.69227862411528
2020-04-20,Almora,0.766959038507264,4.227733097599024,18.41940848799518
2020-04-21,Almora,6.802114109209573,8.912589246551857,16.004596976786946
2020-04-22,Almora,0.1350793078692767,7.704152455586121,15.500067433404205
2020-04-23,Almora,6.141274263244932,13.07846768032379,21.544894437574698
2020-04-24,Almora,0.2429168862735129,6.519270457387728,17.54911766419631
2020-04-25,Almora,5.557406317704021,11.941597467222472,20.98926602164359
2020-04-26,Almora,8.824822873032677,14.625146077010218,28.470572795841257
2020-04-27,Almora,2.922295881488432,17.304525072225136,30.625909638822424
2020-04-28,Almora,0.4153653615757361,12.162484116096852,24.23916089118859
2020-04-29,Almora,0.7336699921303678,4.071331235194543,24.837751575449676
2020-04-30,Almora,6.520363195093728,7.669398548799839,25.216840507298475
2020-05-01,Almora,0.0944447547650376,7.348477941989141,25.06836837579
2020-05-02,Almora,1.6055747950261443,8.220382744884917,21.116536853112123
2020-05-03,Almora,9.035687169823248,10.735706719614438,21.327401149902695
2020-05-04,Almora,0.5839797786330662,11.225241743482467,18.98908504704733
2020-05-05,Almora,8.809148373042001,18.428815321498323,27.382868058513594
2020-05-06,Almora,9.683266466793954,19.07639461846903,36.33246453317718
2020-05-07,Almora,1.2338286176568338,19.7262434574928,31.045929955740288
2020-05-08,Almora,0.0866743476956339,11.003769432146429,31.038159548670883
2020-05-09,Almora,6.24174266275831,7.562245628110785,35.674327416403045
2020-05-10,Almora,13.730511447555536,20.058928458009486,40.36915169413534
2020-05-11,Almora,0.1150582941533611,20.087312404467212,39.90023020965563
2020-05-12,Almora,1.2198088203205568,15.06537856202946,32.310890656934184
2020-05-13,Almora,1.0282632657733326,2.3631303802472576,23.655887455913565
2020-05-14,Almora,0.0693505950741279,2.3174226811680243,22.49140943333086
2020-05-15,Almora,0.0,1.0976138608474677,22.404735085635224
2020-05-16,Almora,0.0,0.069350595074135,16.162992422876915
2020-05-17,Almora,0.0736605191523504,0.07366051915235751,2.506141494473729
2020-05-18,Almora,0.0,0.07366051915235751,2.391083200320368
2020-05-19,Almora,0.0,0.07366051915235751,1.1712743799998109
2020-05-20,Almora,0.070831072645276,0.0708310726452831,0.2138421868717543
2020-05-21,Almora,0.0035554499980547,0.0743865226433378,0.1480470417956811
2020-05-22,Almora,0.0,0.0743865226433378,0.14804704179568112
2020-05-23,Almora,0.0,0.0035554499980618055,0.14804704179568112
2020-05-24,Almora,0.0,0.0,0.07438652264333069
2020-05-25,Almora,0.0,0.0,0.07438652264333069
2020-05-26,Almora,0.900206054489501,0.9002060544895081,0.9745925771328317
2020-05-27,Almora,1.684987763398849,2.5851938178883573,2.5887492678864046
2020-05-28,Almora,12.479566510477351,15.064760328365708,15.0647603283657
2020-05-29,Almora,4.327021316360782,18.491575590236987,19.391781644726482
2020-05-30,Almora,4.5163163203055925,21.32290414714373,23.908097965032077
2020-05-31,Almora,8.321549430342694,17.164887067009076,32.22964739537477
2020-06-01,Almora,11.485021645731017,24.32288739637931,43.714669041105786
2020-06-02,Almora,0.080669737564917,19.887240813638634,42.8951327241812
2020-06-03,Almora,2.796521101540879,14.362212484836821,44.00666606232323
2020-06-04,Almora,16.141838029171936,19.01902886827774,47.668937581017815
2020-06-05,Almora,3.033636040852501,21.97199517156532,46.37555230550954
2020-06-06,Almora,4.757637504589618,23.93311157461406,46.61687348979356
2020-06-07,Almora,0.1166553673351591,7.907928912777285,38.411979426786026
2020-06-08,Almora,0.0,4.8742928719247836,26.92695778105501
2020-06-09,Almora,0.3217563637463606,0.43841173108152676,27.168044407236454
2020-06-10,Almora,2.011668200425828,2.333424564172196,26.383191506121403
2020-06-11,Almora,0.2173813657101279,2.550805929882324,10.458734842659593
